           , N1           , N2           , N3           , N4           , N5           , N6           , N7           , N8           , N9           , N10          , N11          , N12         
1991-10-26 , 0.2449551053 , 0.0049608018 , 0.0094360916 , 0.2449551053 , 0.0175268949 , 0.0184721205 , 0.0578602826 , 0.0270600496 , 0.2449551053 , 0.0132762767 , 0.0337450381 , 0.0156125104
1991-10-27 , 0.2346026950 , 0.0048094007 , 0.0091482656 , 0.2346026950 , 0.0168392605 , 0.0179569385 , 0.0550708347 , 0.0262532269 , 0.2346026950 , 0.0127522220 , 0.0324388292 , 0.0151438960
1991-10-28 , 0.2284436826 , 0.0046633685 , 0.0088772243 , 0.2284436826 , 0.0163505837 , 0.0174618190 , 0.0534929628 , 0.0254752829 , 0.2284436826 , 0.0123859547 , 0.0315963744 , 0.0146965875
1991-10-29 , 0.2234494668 , 0.0045218007 , 0.0086117213 , 0.2234494668 , 0.0158888356 , 0.0169778895 , 0.0523197032 , 0.0247191252 , 0.2234494668 , 0.0120534261 , 0.0308724863 , 0.0142602426
1991-10-30 , 0.2176401492 , 0.0043850368 , 0.0083553737 , 0.2176401492 , 0.0154296027 , 0.0165113095 , 0.0509085760 , 0.0239884553 , 0.2176401492 , 0.0117017393 , 0.0300242671 , 0.0138387044
1991-10-31 , 0.2115025132 , 0.0042528789 , 0.0081085771 , 0.2115025132 , 0.0149820680 , 0.0160379197 , 0.0494820488 , 0.0232810690 , 0.2115025132 , 0.0113596315 , 0.0291604784 , 0.0134318599
1991-11-01 , 0.2115866343 , 0.0041251287 , 0.0078695791 , 0.2115866343 , 0.0146179481 , 0.0157283641 , 0.0493433635 , 0.0226079870 , 0.2115866343 , 0.0110438029 , 0.0286063017 , 0.0130381266
1991-11-02 , 0.2061114558 , 0.0040016457 , 0.0076382671 , 0.2061114558 , 0.0141925953 , 0.0153397172 , 0.0478395249 , 0.0219509548 , 0.2061114558 , 0.0107604416 , 0.0280472931 , 0.0126575045
1991-11-03 , 0.2002587354 , 0.0038824010 , 0.0074144151 , 0.2002587354 , 0.0137918543 , 0.0148918999 , 0.0464551006 , 0.0213106509 , 0.2002587354 , 0.0104656643 , 0.0273089939 , 0.0122896547
1991-11-04 , 0.1972150026 , 0.0038788406 , 0.0075099804 , 0.1972150026 , 0.0139636851 , 0.0150286639 , 0.0462111297 , 0.0213265313 , 0.1972150026 , 0.0104565655 , 0.0273379856 , 0.0122464214
1991-11-05 , 0.1919390219 , 0.0038266781 , 0.0073520518 , 0.1919390219 , 0.0135755467 , 0.0146484658 , 0.0448267337 , 0.0208909493 , 0.1919390219 , 0.0102037218 , 0.0265739158 , 0.0120299445
1991-11-06 , 0.1864517494 , 0.0037130849 , 0.0071374963 , 0.1864517494 , 0.0131847240 , 0.0142252039 , 0.0434767263 , 0.0202855428 , 0.1864517494 , 0.0099103009 , 0.0257674041 , 0.0116825809
1991-11-07 , 0.1811573029 , 0.0036032781 , 0.0069300615 , 0.1811573029 , 0.0128068006 , 0.0138160988 , 0.0422246014 , 0.0197002270 , 0.1811573029 , 0.0096266286 , 0.0250258552 , 0.0113467745
1991-11-08 , 0.1774961118 , 0.0035777056 , 0.0069005896 , 0.1774961118 , 0.0126709550 , 0.0137845923 , 0.0416939912 , 0.0204852351 , 0.1774961118 , 0.0095337762 , 0.0248046027 , 0.0112713566
1991-11-09 , 0.1735995116 , 0.0036111902 , 0.0068403737 , 0.1735995116 , 0.0124991664 , 0.0135647808 , 0.0408690275 , 0.0199117873 , 0.1735995116 , 0.0093379833 , 0.0242783158 , 0.0111767239
1991-11-10 , 0.1687643122 , 0.0035454643 , 0.0066817672 , 0.1687643122 , 0.0121828714 , 0.0132210342 , 0.0397377438 , 0.0193944294 , 0.1687643122 , 0.0090916386 , 0.0236158301 , 0.0109210544
1991-11-11 , 0.1639753412 , 0.0034573589 , 0.0065141464 , 0.1639753412 , 0.0118437449 , 0.0128667760 , 0.0386247423 , 0.0189366094 , 0.1639753412 , 0.0088373820 , 0.0229556047 , 0.0106423272
1991-11-12 , 0.159672942  , 0.0034337926 , 0.0064624927 , 0.159672942  , 0.0116425125 , 0.0127166182 , 0.0378649534 , 0.0190058955 , 0.159672942  , 0.0087129946 , 0.0226791946 , 0.0105211045
1991-11-13 , 0.156522878  , 0.0038684985 , 0.0069082189 , 0.156522878  , 0.0126595815 , 0.0133896438 , 0.0383720962 , 0.0207202488 , 0.156522878  , 0.0091686672 , 0.0231672780 , 0.0112642640
1991-11-14 , 0.1550029048 , 0.0058079755 , 0.0087446424 , 0.1550029048 , 0.0136998071 , 0.0145591170 , 0.0394008777 , 0.0235992149 , 0.1550029048 , 0.0097724350 , 0.0238710473 , 0.0138821355
1991-11-15 , 0.1496269367 , 0.0041160866 , 0.0070844297 , 0.1496269367 , 0.0119065178 , 0.0129310324 , 0.0364844004 , 0.0202436094 , 0.1496269367 , 0.0086999399 , 0.0220368843 , 0.0114582768
1991-11-16 , 0.1456329911 , 0.0039659006 , 0.0068276582 , 0.1456329911 , 0.0115689031 , 0.0125622784 , 0.0353054469 , 0.0196475275 , 0.1456329911 , 0.0084493849 , 0.0213031344 , 0.0110630459
1991-11-17 , 0.1419635914 , 0.0038465146 , 0.0066288701 , 0.1419635914 , 0.0112423790 , 0.0122058727 , 0.0343220040 , 0.0190778944 , 0.1419635914 , 0.0082127041 , 0.0207074765 , 0.0107446740
1991-11-18 , 0.1381104505 , 0.0037319607 , 0.0064373158 , 0.1381104505 , 0.0109265927 , 0.0118613066 , 0.0333708869 , 0.0185296517 , 0.1381104505 , 0.0079837939 , 0.0201314714 , 0.0104383115
1991-11-19 , 0.1343580317 , 0.0036250926 , 0.0062542101 , 0.1343580317 , 0.0106212051 , 0.0115283542 , 0.032450909  , 0.0180047211 , 0.1343580317 , 0.0077623720 , 0.0195742572 , 0.0101473773
1991-11-20 , 0.130946124  , 0.0035207394 , 0.0060764454 , 0.130946124  , 0.0103257780 , 0.0112061960 , 0.0315610672 , 0.0174935518 , 0.130946124  , 0.0075482121 , 0.0190352263 , 0.0098641571
1991-11-21 , 0.1275137301 , 0.0034160756 , 0.0059023820 , 0.1275137301 , 0.0100400429 , 0.0108942949 , 0.0307002597 , 0.0169948719 , 0.1275137301 , 0.0073409891 , 0.0185138703 , 0.0095851757
1991-11-22 , 0.1241350527 , 0.0033148870 , 0.0057340269 , 0.1241350527 , 0.0097635905 , 0.0105925100 , 0.0298674689 , 0.0165124963 , 0.1241350527 , 0.0071404491 , 0.0180094825 , 0.0093152080
1991-11-23 , 0.1208262126 , 0.0032174851 , 0.0055711817 , 0.1208262126 , 0.0094961095 , 0.0103005726 , 0.0290616636 , 0.0160459729 , 0.1208262126 , 0.0069464790 , 0.0175214130 , 0.0090541697
1991-11-24 , 0.1176321383 , 0.0031249999 , 0.0054148921 , 0.1176321383 , 0.0092374024 , 0.0100188785 , 0.0282820949 , 0.0156004446 , 0.1176321383 , 0.0067587816 , 0.0170494645 , 0.0088037279
1991-11-25 , 0.1145464932 , 0.0030545552 , 0.0052855032 , 0.1145464932 , 0.0089946039 , 0.0097642404 , 0.0275435837 , 0.0152654153 , 0.1145464932 , 0.0065825285 , 0.0166083723 , 0.0085959540
1991-11-26 , 0.1116173709 , 0.0030736004 , 0.0053075154 , 0.1116173709 , 0.008788455  , 0.0095910955 , 0.0269061194 , 0.0155543008 , 0.1116173709 , 0.0064414694 , 0.0162678471 , 0.0086138406
1991-11-27 , 0.1091529776 , 0.0032483701 , 0.0057081716 , 0.1091529776 , 0.0087081344 , 0.0097322534 , 0.0266667119 , 0.0175138686 , 0.1091529776 , 0.0064558948 , 0.0163392666 , 0.0091484352
1991-11-28 , 0.107290169  , 0.0035564564 , 0.0062157525 , 0.107290169  , 0.0087452641 , 0.0100172537 , 0.0267047457 , 0.0199767502 , 0.107290169  , 0.0065434207 , 0.0166108874 , 0.0098619531
1991-11-29 , 0.1055213928 , 0.0038650230 , 0.0067215248 , 0.1055213928 , 0.0087892461 , 0.0102785323 , 0.0266744543 , 0.0222076697 , 0.1055213928 , 0.0065768488 , 0.0167762615 , 0.0106020891
1991-11-30 , 0.1033352605 , 0.0040120724 , 0.0069754988 , 0.1033352605 , 0.0086959132 , 0.0102246744 , 0.0262729785 , 0.0231286366 , 0.1033352605 , 0.0064776527 , 0.0165733620 , 0.0109951725
1991-12-01 , 0.101727959  , 0.0041343405 , 0.0072438841 , 0.101727959  , 0.0087477507 , 0.0105293132 , 0.0264527638 , 0.0249996326 , 0.101727959  , 0.0065967559 , 0.0170001983 , 0.0113319678
1991-12-02 , 0.100299044  , 0.0041797497 , 0.0073584096 , 0.100299044  , 0.0087178548 , 0.0105872966 , 0.0263587386 , 0.0256230531 , 0.100299044  , 0.0065630876 , 0.0169671376 , 0.0114426225
1991-12-03 , 0.0983931647 , 0.0041254961 , 0.0071815208 , 0.0983931647 , 0.0086172033 , 0.0104997423 , 0.0260161223 , 0.0250723521 , 0.0983931647 , 0.0064544112 , 0.0167566087 , 0.0111610694
1991-12-04 , 0.0962972076 , 0.0039650246 , 0.0067631474 , 0.0962972076 , 0.0084770062 , 0.0103701555 , 0.0256167800 , 0.0239454340 , 0.0962972076 , 0.0063452685 , 0.0165402023 , 0.0105977376
1991-12-05 , 0.094048168  , 0.0036822283 , 0.0064090869 , 0.094048168  , 0.0082892947 , 0.0101361734 , 0.0250409585 , 0.0228552218 , 0.094048168  , 0.0061851784 , 0.0161446323 , 0.0101633142
1991-12-06 , 0.0916959127 , 0.0035065261 , 0.0062200334 , 0.0916959127 , 0.0080662692 , 0.0098535325 , 0.0243810159 , 0.0221628259 , 0.0916959127 , 0.0060191965 , 0.0157088950 , 0.0098678022
1991-12-07 , 0.0894201420 , 0.0034006188 , 0.0060373377 , 0.0894201420 , 0.0078504137 , 0.0095800894 , 0.0237421248 , 0.0214936997 , 0.0894201420 , 0.0058585272 , 0.0152872297 , 0.0095820674
1991-12-08 , 0.0872159817 , 0.0032982719 , 0.0058606464 , 0.0872159817 , 0.0076414179 , 0.0093155190 , 0.0231236421 , 0.0208470944 , 0.0872159817 , 0.0057030005 , 0.0148790713 , 0.0093057421
1991-12-09 , 0.0850840533 , 0.0031993725 , 0.0056898752 , 0.0850840533 , 0.0074391189 , 0.0090594679 , 0.0225247842 , 0.0202221764 , 0.0850840533 , 0.0055524755 , 0.0144839957 , 0.0090385578
1991-12-10 , 0.0830231843 , 0.0031036942 , 0.0055247271 , 0.0830231843 , 0.0072432483 , 0.0088117246 , 0.0219447947 , 0.0196181403 , 0.0830231843 , 0.0054067540 , 0.0141016077 , 0.0087801614
1991-12-11 , 0.0810259642 , 0.0030112230 , 0.0053650608 , 0.0810259642 , 0.0070536296 , 0.0085719496 , 0.0213832643 , 0.0190343221 , 0.0810259642 , 0.0052656526 , 0.013731356  , 0.0085302281
1991-12-12 , 0.0790910156 , 0.0029238948 , 0.0052116393 , 0.0790910156 , 0.0068699943 , 0.0083399030 , 0.0208394015 , 0.0184729258 , 0.0790910156 , 0.0051290159 , 0.0133729439 , 0.0082900717
1991-12-13 , 0.0772194121 , 0.0028611360 , 0.0050797355 , 0.0772194121 , 0.0066928228 , 0.0081200211 , 0.0203173248 , 0.0179938846 , 0.0772194121 , 0.0049992315 , 0.0130336336 , 0.0080795147
1991-12-14 , 0.0754106522 , 0.0028306043 , 0.0050119611 , 0.0754106522 , 0.0065243191 , 0.0079226176 , 0.0198300538 , 0.0177644234 , 0.0754106522 , 0.0048821907 , 0.0127318770 , 0.0079544067
1991-12-15 , 0.0736665726 , 0.0027764779 , 0.0049937212 , 0.0736665726 , 0.0063664895 , 0.0077546861 , 0.0193820881 , 0.0177528099 , 0.0736665726 , 0.0047790667 , 0.0124715735 , 0.0079012270
1991-12-16 , 0.0719712151 , 0.0026919895 , 0.0048561238 , 0.0719712151 , 0.006210963  , 0.0075780515 , 0.0189300961 , 0.0173025484 , 0.0719712151 , 0.0046703196 , 0.0121908682 , 0.0076883950
1991-12-17 , 0.0703718468 , 0.0026129829 , 0.0047216768 , 0.0703718468 , 0.0060538397 , 0.0073775821 , 0.0184626897 , 0.0168061432 , 0.0703718468 , 0.0045523748 , 0.0118808182 , 0.0074793073
1991-12-18 , 0.0691269415 , 0.0025366324 , 0.0045880635 , 0.0691269415 , 0.0059016474 , 0.0071834987 , 0.0180098357 , 0.0163148103 , 0.0691269415 , 0.0044380894 , 0.0115805236 , 0.0072713499
1991-12-19 , 0.0685086709 , 0.0024627262 , 0.0044587876 , 0.0685086709 , 0.0057541882 , 0.0069956179 , 0.0175710042 , 0.0158397533 , 0.0685086709 , 0.0043273926 , 0.0112895612 , 0.0070701317
1991-12-20 , 0.0673125161 , 0.0023912217 , 0.0043337504 , 0.0673125161 , 0.0056113277 , 0.0068136145 , 0.0171457361 , 0.015380379  , 0.0673125161 , 0.0042201290 , 0.0110077611 , 0.0068754689
1991-12-21 , 0.0666480100 , 0.0023221333 , 0.0042127961 , 0.0666480100 , 0.0054729178 , 0.0066374319 , 0.0167335651 , 0.0149360940 , 0.0666480100 , 0.0041162136 , 0.0107347489 , 0.0066870653
1991-12-22 , 0.0703846472 , 0.0025461267 , 0.0043724907 , 0.0703846472 , 0.0053462417 , 0.0064785286 , 0.0163450099 , 0.0145332759 , 0.0703846472 , 0.0040201116 , 0.0104789522 , 0.0068697188
1991-12-23 , 0.0701699151 , 0.0032381693 , 0.0049092751 , 0.0701699151 , 0.0052891978 , 0.0064661097 , 0.0161206351 , 0.0147662975 , 0.0701699151 , 0.0039814914 , 0.0103773045 , 0.0076485245
1991-12-24 , 0.0672778801 , 0.0027927540 , 0.0043459009 , 0.0672778801 , 0.0051907221 , 0.0063662492 , 0.0158232653 , 0.0145171272 , 0.0672778801 , 0.0039084399 , 0.0101989604 , 0.0068510267
1991-12-25 , 0.0652822636 , 0.0024673744 , 0.0042238024 , 0.0652822636 , 0.0050649502 , 0.0062035455 , 0.0154506682 , 0.0141001665 , 0.0652822636 , 0.0038138919 , 0.0099502845 , 0.0066621567
1991-12-26 , 0.0637989044 , 0.0023652535 , 0.0041056597 , 0.0637989044 , 0.0049430352 , 0.0060459278 , 0.0150894235 , 0.0136969107 , 0.0637989044 , 0.0037222473 , 0.0097092734 , 0.0064793481
1991-12-27 , 0.0628263120 , 0.0022964335 , 0.0039913601 , 0.0628263120 , 0.0048248574 , 0.0058932552 , 0.0147391283 , 0.0133069214 , 0.0628263120 , 0.0036334001 , 0.009475708  , 0.0063024168
1991-12-28 , 0.0616166998 , 0.0022299167 , 0.0038807480 , 0.0616166998 , 0.0047103175 , 0.0057452872 , 0.0143994437 , 0.0129296055 , 0.0616166998 , 0.0035472728 , 0.0092492916 , 0.0061312357
1991-12-29 , 0.0602330526 , 0.0021675532 , 0.0037749113 , 0.0602330526 , 0.0045992391 , 0.0056019746 , 0.0140700022 , 0.0125684950 , 0.0602330526 , 0.0034637875 , 0.0090298335 , 0.0059670624
1991-12-30 , 0.0588984383 , 0.0021235572 , 0.0036844607 , 0.0588984383 , 0.0044919967 , 0.0054693009 , 0.0137527607 , 0.0122672752 , 0.0588984383 , 0.0033840249 , 0.0088218758 , 0.0058322765
1991-12-31 , 0.0576031861 , 0.0020726097 , 0.0035987853 , 0.0576031861 , 0.0043880321 , 0.0053413250 , 0.0134450136 , 0.0119829036 , 0.0576031861 , 0.0033065795 , 0.0086199442 , 0.0057026898
1992-01-01 , 0.05634758915, 0.0020370623 , 0.0035165574 , 0.0563475891 , 0.0042871969 , 0.0052184492 , 0.0131461885 , 0.0117089801 , 0.0563475891 , 0.0032309779 , 0.0084227950 , 0.0055838549
1992-01-02 , 0.0551682896 , 0.0020752377 , 0.0035097758 , 0.0551682896 , 0.0041998334 , 0.0051462951 , 0.0128949906 , 0.0117188983 , 0.0551682896 , 0.0031682474 , 0.0082713727 , 0.0056145279
1992-01-03 , 0.0541484197 , 0.0021212683 , 0.0035687340 , 0.0541484197 , 0.0041392219 , 0.0051338126 , 0.0127455040 , 0.0120104330 , 0.0541484197 , 0.0031320289 , 0.0082088258 , 0.0057021529
1992-01-04 , 0.05312782924, 0.0020621829 , 0.0035036298 , 0.0531278292 , 0.0040694553 , 0.0050670622 , 0.0125541122 , 0.0118324916 , 0.0531278292 , 0.0030829819 , 0.0080953951 , 0.0055725944
1992-01-05 , 0.05201605345, 0.0020217048 , 0.0034285510 , 0.0520160534 , 0.0039787716 , 0.0049547548 , 0.0122821666 , 0.0115624463 , 0.0520160534 , 0.0030142041 , 0.0079142253 , 0.0054592133
1992-01-06 , 0.05094038654, 0.0019896896 , 0.0033675300 , 0.0509403865 , 0.0038913232 , 0.0048525068 , 0.0120209305 , 0.0113444928 , 0.0509403865 , 0.0029487115 , 0.007742578  , 0.0053647076
1992-01-07 , 0.049914904  , 0.0020165195 , 0.0033709772 , 0.049914904  , 0.0038120623 , 0.0047820620 , 0.0117963507 , 0.0113976090 , 0.049914904  , 0.0028964078 , 0.0076126947 , 0.0053810544
1992-01-08 , 0.0489191832 , 0.0020113626 , 0.003360056  , 0.0489191832 , 0.0037392581 , 0.0047276743 , 0.0115923280 , 0.011381559  , 0.0489191832 , 0.0028504194 , 0.0075028384 , 0.0053514693
1992-01-09 , 0.0480003887 , 0.0020351552 , 0.0033576258 , 0.0480003887 , 0.0036660159 , 0.0046680167 , 0.0113714783 , 0.0112720772 , 0.0480003887 , 0.0027955231 , 0.0073614756 , 0.0053413533
1992-01-10 , 0.04743084384, 0.002023047  , 0.0033358113 , 0.0474308438 , 0.0035913926 , 0.0045903030 , 0.0111425611 , 0.0110693543 , 0.0474308438 , 0.0027368120 , 0.0072053627 , 0.0052971168
1992-01-11 , 0.0466097337 , 0.0019647950 , 0.0032449226 , 0.0466097337 , 0.0035133749 , 0.0044810259 , 0.0109076253 , 0.0107607242 , 0.0466097337 , 0.0026771192 , 0.0070458093 , 0.0051556198
1992-01-12 , 0.04570203   , 0.0019085637 , 0.0031569728 , 0.04570203   , 0.0034376568 , 0.0043750763 , 0.0106795276 , 0.0104620616 , 0.04570203   , 0.0026191852 , 0.0068909609 , 0.0050185873
1992-01-13 , 0.04482032994, 0.0018560197 , 0.0030725337 , 0.0448203299 , 0.0033641532 , 0.0042723479 , 0.0104579678 , 0.0101762348 , 0.0448203299 , 0.0025629466 , 0.0067407042 , 0.0048872629
1992-01-14 , 0.04395858624, 0.0018090989 , 0.0029941700 , 0.0439585862 , 0.0032927900 , 0.0041729962 , 0.0102427801 , 0.0099131831 , 0.0439585862 , 0.0025083541 , 0.0065948698 , 0.0047661251
1992-01-15 , 0.0431565921 , 0.0018545363 , 0.0030206609 , 0.0431565921 , 0.0032348068 , 0.0041267395 , 0.0100692430 , 0.0100386867 , 0.0431565921 , 0.0024655306 , 0.0064910889 , 0.0048268495
1992-01-16 , 0.0426325056 , 0.0019164331 , 0.0031406684 , 0.0426325056 , 0.0032147831 , 0.0041649713 , 0.0100482799 , 0.0105621902 , 0.0426325056 , 0.0024595471 , 0.0065126561 , 0.0049937778
1992-01-17 , 0.042095474  , 0.0018625541 , 0.0030683799 , 0.042095474  , 0.0031850250 , 0.0041426341 , 0.0099874566 , 0.0103956152 , 0.042095474  , 0.0024395271 , 0.0064801816 , 0.0048710433
1992-01-18 , 0.0412892518 , 0.0018092826 , 0.0029956393 , 0.0412892518 , 0.0031183525 , 0.0040465744 , 0.0097848822 , 0.0101451590 , 0.0412892518 , 0.0023888482 , 0.0063427253 , 0.0047563341
1992-01-19 , 0.0405202901 , 0.0017603839 , 0.0029188438 , 0.0405202901 , 0.0030535944 , 0.0039527822 , 0.0095868641 , 0.009876442  , 0.0405202901 , 0.0023388473 , 0.0062070211 , 0.0046370047
1992-01-20 , 0.0398829743 , 0.0017102629 , 0.0028405647 , 0.0398829743 , 0.0029906944 , 0.0038618158 , 0.0093944797 , 0.0096037406 , 0.0398829743 , 0.0022902948 , 0.0060752797 , 0.0045152594
1992-01-21 , 0.03917623106, 0.0016617811 , 0.0027647937 , 0.0391762310 , 0.0029295920 , 0.0037735833 , 0.0092075030 , 0.0093397987 , 0.0391762310 , 0.0022431267 , 0.0059473462 , 0.0043973427
1992-01-22 , 0.0384775656 , 0.0016148743 , 0.0026914102 , 0.0384775656 , 0.0028702347 , 0.0036880068 , 0.0090258138 , 0.0090843342 , 0.0384775656 , 0.0021973361 , 0.0058231353 , 0.0042831703
1992-01-23 , 0.0377997787 , 0.0015737462 , 0.0026207959 , 0.0377997787 , 0.0028125551 , 0.0036059909 , 0.0088491898 , 0.0088397273 , 0.0377997787 , 0.0021528172 , 0.0057024709 , 0.004175497 
1992-01-24 , 0.0371333228 , 0.0015409823 , 0.0025548157 , 0.0371333228 , 0.0027565037 , 0.0035279874 , 0.0086775002 , 0.0086137419 , 0.0371333228 , 0.0021095770 , 0.0055852890 , 0.0040785330
1992-01-25 , 0.0364886143 , 0.0015268467 , 0.0025079726 , 0.0364886143 , 0.0027024905 , 0.0034586377 , 0.0085124757 , 0.0084568306 , 0.0364886143 , 0.0020683782 , 0.0054740128 , 0.0040144460
1992-01-26 , 0.03585867   , 0.0014909391 , 0.0024598299 , 0.03585867   , 0.0026500808 , 0.0033905453 , 0.0083521771 , 0.0082939147 , 0.03585867   , 0.0020284228 , 0.0053660887 , 0.0039379401
1992-01-27 , 0.03523783154, 0.0014497333 , 0.0023960043 , 0.0352378315 , 0.0025985752 , 0.0033162293 , 0.0081941923 , 0.0080715744 , 0.0352378315 , 0.0019886512 , 0.0052584471 , 0.0038379810
1992-01-28 , 0.0346267912 , 0.0014107740 , 0.0023360852 , 0.0346267912 , 0.0025485074 , 0.0032441315 , 0.0080405412 , 0.0078636945 , 0.0346267912 , 0.0019500167 , 0.0051538466 , 0.0037440053
1992-01-29 , 0.0340419487 , 0.0014191308 , 0.0023188767 , 0.0340419487 , 0.0025074640 , 0.0031963913 , 0.0079096794 , 0.0077846385 , 0.0340419487 , 0.0019186337 , 0.0050703685 , 0.0037302300
1992-01-30 , 0.0335401747 , 0.0014894909 , 0.0024021785 , 0.0335401747 , 0.0024945682 , 0.0032168141 , 0.0078450308 , 0.0080757211 , 0.0335401747 , 0.0019069354 , 0.0050460073 , 0.0038803453
1992-01-31 , 0.0330632669 , 0.0015194434 , 0.0024386017 , 0.0330632669 , 0.0024892312 , 0.0032478898 , 0.0077945992 , 0.0082349000 , 0.0330632669 , 0.0018996204 , 0.0050344890 , 0.0039277112
1992-02-01 , 0.0325304279 , 0.0015382837 , 0.0024577882 , 0.0325304279 , 0.0024641672 , 0.0032453818 , 0.0076978118 , 0.0083317722 , 0.0325304279 , 0.0018787560 , 0.0049839479 , 0.0039579391
1992-02-02 , 0.0319973486 , 0.0015439775 , 0.0024566367 , 0.0319973486 , 0.0024309335 , 0.0032264215 , 0.0075857551 , 0.0083427217 , 0.0319973486 , 0.0018521556 , 0.0049179359 , 0.0039519840
1992-02-03 , 0.03148515845, 0.0015443872 , 0.0024452633 , 0.0314851584 , 0.0023926380 , 0.0031944133 , 0.0074643383 , 0.0082779496 , 0.0314851584 , 0.0018212318 , 0.0048393601 , 0.0039328681
1992-02-04 , 0.0316145544 , 0.0015153106 , 0.0024116446 , 0.0316145544 , 0.0023508355 , 0.0031435011 , 0.0073358041 , 0.0081266262 , 0.0316145544 , 0.0017878638 , 0.0047506896 , 0.0038760785
1992-02-05 , 0.0325774157 , 0.0014724378 , 0.0023481015 , 0.0325774157 , 0.0023067049 , 0.0030746318 , 0.0072032433 , 0.0079057481 , 0.0325774157 , 0.0017541603 , 0.0046585648 , 0.0037758932
1992-02-06 , 0.03207571245, 0.0014386353 , 0.0022930074 , 0.0320757124 , 0.0022638321 , 0.0030113997 , 0.0070744442 , 0.0077191105 , 0.0320757124 , 0.0017215199 , 0.0045701627 , 0.0036906418
1992-02-07 , 0.0315240083 , 0.0014610503 , 0.0023015906 , 0.0315240083 , 0.0022297824 , 0.0029857740 , 0.0069695683 , 0.0077670062 , 0.0315240083 , 0.0016960779 , 0.0045079408 , 0.0037137913
1992-02-08 , 0.0311427576 , 0.0015721709 , 0.0024788325 , 0.0311427576 , 0.0022354020 , 0.0030736076 , 0.0069698616 , 0.0084565410 , 0.0311427576 , 0.0017011996 , 0.0045496869 , 0.0039871781
1992-02-09 , 0.03091071093, 0.0016666835 , 0.0026017790 , 0.0309107109 , 0.0022766325 , 0.0032002625 , 0.0070596341 , 0.0089790202 , 0.0309107109 , 0.0017308905 , 0.0046525955 , 0.0041772347
1992-02-10 , 0.0306301505 , 0.0016076404 , 0.0025338419 , 0.0306301505 , 0.0022769928 , 0.0032090821 , 0.0070342452 , 0.0087747645 , 0.0306301505 , 0.0017257938 , 0.0046413880 , 0.0040570648
1992-02-11 , 0.0301563616 , 0.0015636303 , 0.0024778153 , 0.0301563616 , 0.0022350735 , 0.0031455005 , 0.0069097024 , 0.0085568746 , 0.0301563616 , 0.0016931250 , 0.0045513153 , 0.0039687404
1992-02-12 , 0.0298004998 , 0.0016691560 , 0.0025894589 , 0.0298004998 , 0.0022283270 , 0.0031864414 , 0.0068635270 , 0.0089414242 , 0.0298004998 , 0.0016855875 , 0.0045433821 , 0.0041668502
1992-02-13 , 0.0294796873 , 0.0017386755 , 0.0026298311 , 0.0294796873 , 0.0022432681 , 0.0032505635 , 0.0068534674 , 0.0090128581 , 0.0294796873 , 0.0016870922 , 0.0045461265 , 0.0042230818
1992-02-14 , 0.02936439693, 0.0016946368 , 0.0026061376 , 0.0293643969 , 0.0022176178 , 0.0032191170 , 0.0067612329 , 0.0088689591 , 0.0293643969 , 0.0016639426 , 0.0044801641 , 0.0041644767
1992-02-15 , 0.02887347893, 0.0017227455 , 0.0026007829 , 0.0288734789 , 0.0021961141 , 0.0032033002 , 0.0066768364 , 0.0088391197 , 0.0288734789 , 0.0016439862 , 0.0044224773 , 0.0041667161
1992-02-16 , 0.02848353562, 0.0017051697 , 0.0025848248 , 0.0284835356 , 0.0021787501 , 0.0031856960 , 0.0066007791 , 0.0087406298 , 0.0284835356 , 0.0016264386 , 0.0043705621 , 0.004128223 
1992-02-17 , 0.0283002147 , 0.0016549710 , 0.0025135817 , 0.0283002147 , 0.0021370464 , 0.0031117439 , 0.0064820395 , 0.0084935964 , 0.0283002147 , 0.0015956454 , 0.0042847139 , 0.0040163747
1992-02-18 , 0.02799082332, 0.0016065174 , 0.0024446204 , 0.0279908233 , 0.0020964975 , 0.0030400381 , 0.0063664542 , 0.0082545422 , 0.0279908233 , 0.0015656859 , 0.0042012674 , 0.0039081007
1992-02-19 , 0.02752894652, 0.0015596531 , 0.0023778774 , 0.0275289465 , 0.0020570542 , 0.0029704729 , 0.0062539241 , 0.0080231984 , 0.0275289465 , 0.0015365565 , 0.0041201345 , 0.0038033026
1992-02-20 , 0.0270658069 , 0.0015143430 , 0.0023132607 , 0.0270658069 , 0.0020186919 , 0.0029030057 , 0.0061443575 , 0.0077993146 , 0.0270658069 , 0.0015082041 , 0.0040412550 , 0.0037018528
1992-02-21 , 0.02661339272, 0.0014705234 , 0.0022507137 , 0.0266133927 , 0.0019813678 , 0.0028375342 , 0.0060376555 , 0.0075826821 , 0.0266133927 , 0.0014806182 , 0.0039645372 , 0.0036036031
1992-02-22 , 0.0261660187 , 0.0014305114 , 0.0021902507 , 0.0261660187 , 0.0019450505 , 0.0027745883 , 0.0059337297 , 0.0073748624 , 0.0261660187 , 0.0014537775 , 0.0038899245 , 0.0035101219
1992-02-23 , 0.02572176722, 0.0014112825 , 0.0021467597 , 0.0257217672 , 0.0019108914 , 0.0027228602 , 0.0058346500 , 0.0072093681 , 0.0257217672 , 0.0014282296 , 0.0038185826 , 0.0034466779
